"Service","EC2-Instances($)","S3($)","Elastic MapReduce($)","EC2-Other($)","Relational Database Service($)","Elastic Container Service for Kubernetes($)","VPC($)","Elastic Load Balancing($)","CloudWatch($)","Elastic File System($)","Transfer Family($)","Lambda($)","MongoDB on Hardened  Linux 2 (ARM)($)","DynamoDB($)","ElastiCache($)","Secrets Manager($)","Cost Explorer($)","Key Management Service($)","API Gateway($)","SES($)","EC2 Container Registry (ECR)($)","Service Catalog($)","SQS($)","Route 53($)","SNS($)","Simple Workflow Service($)","Step Functions($)","Backup($)","CloudShell($)","CloudTrail($)","Glue($)","CloudFormation($)","Total costs($)"
"2025-03-24","3964.0466366974","2768.6798770048","2070.793187506","295.8025421029","39.1871147415","4.8","7.8796970319","8.6828228752","5.8196209221","7.8342779901","7.2","3.1987579787","1.2","1.2016602558","0.576","0.3124724192","0.34","0.299552256","0.1559815023","0.1061609793","0.0770973072","","0.0044692","","","","","0.0000041842","","0","0","","9188.1979329546"
"2025-03-25","4180.2948658055","2824.2676733607","2233.2951809016","297.0961916496","39.187114898","4.8","7.8838105758","8.2188549621","5.9166923742","7.8546921996","7.2","3.9280677552","1.2","1.2019304856","0.576","0.3126074192","0.32","0.301814256","0.1544996823","0.1221343419","0.0770973072","","0.0047144","","","0.0000004782","","0.000004093","","0","","","9624.2139469457"
"2025-03-26","4243.5904705418","2781.8711817814","2185.8808435048","291.2489289191","39.18711471","4.8","7.8810246371","8.0218811753","5.8699783433","7.8746072657","7.2","2.8544265761","1.2","1.2022055272","0.576","0.3124474192","0.5","0.299999256","0.1569502242","0.1032591569","0.0770973072","","0.0045084","","","","","0.0000038378","","0","0","","9590.7129285831"
"2025-03-27","4349.6941627576","2822.4030738002","2189.932899552","299.8938157615","39.1871147468","4.8","7.8806035081","8.0402696264","6.0070518371","7.8958766741","7.2","4.1117139403","1.2","1.2024775992","0.576","0.3124474192","0.34","0.293840256","0.1507995265","0.1038101562","0.0770973072","","0.0040044","","0.000001516","","","0.0000040152","","0","","","9751.3070643996"
"2025-03-28","4229.6796494055","2796.9352335684","2199.581255892","326.1317826592","39.1871146996","4.8","7.8854672423","8.0123222293","5.786839046","7.9200056163","7.2","3.7236630006","1.2","1.2027241582","0.576","0.3124474192","0.32","0.273620256","0.1267596443","0.1017686374","0.0770973072","","0.0046792","","","","","0.0000038664","","0","","0","9641.0384338479"
"2025-03-29","4358.6899136595","2617.5275979548","2342.939362822","397.2546106679","39.1871152008","4.8","7.8842088094","7.9931859849","5.6778341194","7.9339931986","7.2","1.3590005876","1.2","1.2029337076","0.576","0.3124624192","0.32","0.264920256","0.1171451157","0.104776052","0.0770973072","","0.0049028","","","","","0.0000040491","","0","","","9802.6270647117"
"2025-03-30","4522.7267215076","2535.1951017912","2458.794446608","426.2772223197","39.1871150531","4.8","7.8834763642","7.9993885222","5.6795630805","7.9541388461","7.2","0.6385332493","1.2","1.2031391413","0.576","0.3124474192","0.34","0.267212256","0.117202141","0.1176492701","0.0770973072","","0.004792","","","","","0.000004049","","0","","","10028.5512509257"
"2025-03-31","4244.4767985627","2603.4268453715","2323.779901728","344.7341064072","39.1871147097","4.8","7.8837435068","8.0084645012","5.6230196082","7.9756750433","7.2","2.2518719733","1.2","1.2033489892","0.576","0.2995391934","0.32","0.263654256","0.1171066173","0.1107707348","0.0770973072","","0.0059948","","","","","0.0000040134","","0","","","9603.5210573232"
"2025-04-01","4043.5712383616","2735.6235174485","2186.52444289","267.4293978118","39.3237515647","4.8","7.8831705436","8.0495224372","5.394716108","8.2632842077","7.2","0.0169179666","1.2","0.3016790506","0.576","0.3228449992","0.32","0.2385493344","0.1653253032","0.116431306","0.0796672224","","0.004298","0.1","","","","0.0000043165","","0","","","9317.504758872"
"2025-04-02","3847.4707379502","2688.5171358976","2041.233244068","260.2105369085","39.3237515645","4.8","7.879933928","8.0721250925","5.7399381263","8.2831893872","7.2","0.016281486","1.2","0.3018824666","0.576","0.4225966659","0.5","0.3284653344","0.1605324982","0.1059674813","0.0796672224","0","0.0044864","","0","","","0.0000043344","","0","","","8922.426476812"
"2025-04-03","4093.4585669244","2671.214340227","2209.9732963308","267.4161480957","39.3237515716","4.8","7.8794771929","8.0288370201","5.9182827815","8.3074704084","7.2","0.4452714682","1.2","1.2078483477","0.576","0.4182249992","0.52","0.3202093344","0.1598532931","0.1088609914","0.0796672224","","0.0058668","","","","","0.0000043468","","0","","0","9328.5619773556"
"2025-04-04","3763.9443056969","2626.4962399399","2060.6649809816","271.3319565452","39.3237515684","4.8","7.8852586131","8.0077953255","5.8162908739","8.462614289","7.2","2.965157711","1.2","1.2080445695","0.576","0.3227199992","0.34","0.2591863344","0.1243518222","0.1071777316","0.0796672224","0","0.0051856","","","","","0.0000043468","","0","0","","8811.1206891706"
"2025-04-05","3876.8117565702","2543.6534054543","2175.0540972108","368.5733148051","39.3237515582","4.8","7.8753828422","7.9904514954","5.7309128757","8.5729975726","7.2","3.0940488095","1.2","1.2082405765","0.576","0.3228399992","0.34","0.2577463344","0.122838654","0.1062654872","0.0796672224","0","0.0051272","","","","","0.0000043468","","0","","","9052.8988490145"
"2025-04-06","3987.6631830691","2456.5520350523","2280.1846788536","392.1224194852","39.3237515651","4.8","7.8758259745","7.9877463962","5.7038822767","8.6009119225","7.2","3.1328194575","1.2","1.208433503","0.576","0.3227699992","0.32","0.2574043344","0.1222723515","0.1196210938","0.0796672224","","0.0047852","","","","","0.0000043468","","0","","","9205.3582121038"
"2025-04-07","3622.2526587819","2605.9011641011","2094.942715034","326.3361265262","39.3237515785","4.8","7.8759778702","8.0442872256","5.894140713","8.6328800425","7.2","2.6180661891","1.2","1.2086311722","0.576","0.3227949992","0.32","0.2614873344","0.126358448","0.1124914705","0.0796672224","","0.0053368","","","","","0.0000044602","","0","","","8738.034539969"
"2025-04-08","3278.9563454475","2589.4867766154","1924.9980584364","300.7401686133","39.323751753","4.8","7.8753948374","8.0105407837","5.8158843799","8.6574521854","7.2","1.7419673951","1.2","1.2088273664","0.576","0.3094616659","0.34","0.2609353344","0.1242749495","0.1052552397","0.0796672224","","0.0043284","","","","","0.0000045497","","0","","","8181.8150951751"
"2025-04-09","3350.5298121993","2553.0690152316","1988.562283302","292.7032437928","39.3237515579","4.8","7.8733115034","8.0114883438","5.8324600671","8.6861922321","7.2","2.9526254733","1.2","1.2090191919","0.576","0.3227849992","0.52","0.2563573344","0.1196642076","0.1068758713","0.0796672224","0","0.0039856","","","","0.0000002485","0.0000044054","","0","","","8273.938542784"
"2025-04-10","3184.3935403746","2558.7612617989","1906.6607983256","293.8868746623","39.3237515612","4.8","7.8732784304","8.0297185528","5.9351490991","8.7158694516","7.2","3.2202547501","1.2","1.209216689","0.576","0.3229249992","0.32","0.2599453344","0.1041273427","0.1074501424","0.0796672224","0","0.0046496","","","0.0000004782","","0.0000045232","","0","","","8032.9844833381"
"2025-04-11","3098.4146298501","2586.1100327709","1869.5412149504","313.2616560992","39.3237516099","4.8","7.8764656725","8.037781529","5.8486940871","8.7469679762","7.2","3.8923152986","1.2","1.2094070829","0.576","0.3227849992","0.32","0.2611603344","0.1070697127","0.1019748671","0.0796672224","0","0.0043512","","","","0.0000005014","0.0000044462","","0","","","7957.2359302102"
"2025-04-12","2840.1498602945","2497.8413872741","1746.922727374","290.8990067533","39.3237516612","4.8","7.8704765941","7.9988568693","5.8367832582","8.7778696667","7.2","3.7077590934","1.2","1.2096076912","0.576","0.3227699992","0.32","0.2586343344","0.1049023278","0.1009654429","0.0796672224","","0.0039852","","","","","0.0000044462","","0","","","7465.5050155029"
"2025-04-13","2971.0196227177","2498.3761509763","1807.552655856","309.1282163787","39.3237515633","4.8","7.8700619019","8.0078760609","5.8323025991","8.8070652967","7.2","3.9215415966","1.2","1.2097986447","0.576","0.3230199992","0.32","0.2588023344","0.1052682498","0.106743988","0.0796672224","0","0.0049464","","0.000001","0.0000009566","","0.0000044462","","0","0","","7676.0234981885"
"2025-04-14","2609.389305555","2525.9858937737","1621.403299834","218.0978507816","39.3237515697","4.8","7.8691495128","8.004301851","5.7795413486","8.8360604721","7.2","3.680690303","1.2","1.2099998084","0.576","0.3227699992","0.34","0.2589043344","0.1032669316","0.1017348576","0.0796672224","","0.0032392","","","","","0.0000044462","","0","","","7064.5654318013"
"2025-04-15","2780.6204291576","2570.8613276404","1674.6536652856","240.3119776566","39.3237515805","4.8","7.8694348884","8.0713176233","6.0100608337","8.864678575","7.2","3.9362740922","1.2","1.2101910665","0.576","0.3095766659","0.32","0.2598163344","0.1050927414","0.4257900635","0.0796672224","0","0.0030564","","","0.0000004782","","0.0000044462","","0","","","7357.0121127518"
"2025-04-16","2675.2220663514","2492.2040663726","1607.6916377496","254.6674653317","39.3237515674","4.8","7.8735191328","8.3877895857","6.1259742101","8.8962448106","7.2","3.7719432051","1.2","1.2103896847","0.576","0.3228399992","0.5","0.2569303344","0.1054261631","0.1051840494","0.0796672224","0","0.0040384","","0.000001","","","0.0000042449","","0","0","","7120.5249394151"
"2025-04-17","2560.3877884195","2460.1502222238","1543.719545556","263.4839595749","39.3237515782","4.8","7.8734982023","8.6387711044","6.051470543","8.9300530989","7.2","3.8969155032","1.2","1.2105854591","0.576","0.3228049992","0.34","0.2575123344","0.1058199766","0.1008798142","0.0796672224","","0.0045744","","","","","0.0000044016","","0","","","6918.6538244117"
"2025-04-18","2646.2370213845","2484.3239618317","1543.6755737064","286.7585664511","39.3237515713","4.8","7.8739147519","8.5952999097","6.1177599119","8.9640361019","7.2","3.8714234256","1.2","1.210779332","0.576","0.3227799992","0.32","0.2577373344","0.1046571766","0.1124141952","0.0796672224","","0.00472","","0.000001516","","","0.0000044016","","0","","","7051.9300702234"
"2025-04-19","2758.7925281575","2384.5366543701","1648.7496803216","304.405470379","39.3237515746","4.8","7.8726329609","8.5745593414","6.0479173996","8.9955634744","7.2","3.8545887833","1.2","1.2109761244","0.576","0.3227299992","0.32","0.2586613344","0.1040256863","0.0993973903","0.0796672224","0","0.0040736","","","","","0.0000044016","","0","","","7187.328882521"
"2025-04-20","3012.7499977399","2380.3631518504","1794.4536928384","345.7533655974","39.323751659","4.8","7.8723733986","8.5706310094","6.0409354498","9.0242562652","7.2","3.6138494915","1.2","1.2111684282","0.576","0.3227299992","0.34","0.2590303344","0.1062695478","0.1075855738","0.0796672224","","0.0039108","","","","","0.0000044016","","0","0","","7623.972371607"
"2025-04-21","2553.3287296916","2458.1758571081","1538.586302618","243.1052749928","39.323751574","4.8","7.8738129758","8.6839483574","6.1570924828","9.0549774992","7.2","3.9630093709","1.2","1.2113661747","0.576","0.3227399992","0.32","0.2621713344","0.1091468259","0.0982888215","0.0796672224","","0.0044576","","","","","0.0000044016","","0","","","6884.4365990503"
"2025-04-22","2481.0448536337","2439.5460953953","1499.8711883616","244.5893763088","39.3237516595","4.8","7.8727536575","8.6404945996","6.1113514459","9.0864551407","7.2","2.1287129442","1.2","1.2115682997","0.576","0.3228049992","0.34","0.2598613344","0.1060177467","0.1039667178","0.0810242101","","0.0041056","","","","","0.0000044016","","0","0","","6754.4203864563"
"2025-04-23","2465.095244509","2454.5366421263","1464.5785740588","232.8831586253","39.3237515629","4.8","7.8713850645","8.6283346651","6.0763527454","9.1173345141","7.2","3.3557331873","1.2","1.2117533895","0.576","0.3228549992","0.5","0.2498143344","0.09813025","0.12830529","0.0819468984","","0.0040568","","","","","0.0000042653","","0","","","6707.8393772855"
"2025-04-24","2444.8412918359","2409.1720756563","1463.8281481984","241.61917842","39.3237515704","4.8","7.8734423859","8.626533299","5.974937095","9.1450128816","7.2","2.7882075822","1.2","1.2119354114","0.576","0.3241249992","0.34","0.2477503344","0.0960629853","0.1127123285","0.0819468984","0","0.0041076","","0.000021","0.0000009566","0.0000010028","0.000004192","","0","0","","6649.3872466333"
"2025-04-25","2498.15891248","2447.2746857655","1519.2063643872","244.6324143253","39.3237517185","4.8","7.8734409744","8.6374239146","6.0813156831","9.1736192935","7.2","2.9156553703","1.2","1.2121133208","0.576","0.3273249992","0.35","0.2501503344","0.0972551731","0.1086880277","0.0819468984","0","0.0042052","","0.0000645","0.0000014349","0.0000020056","0.0000041918","","0","0","","6799.4853399983"
"2025-04-26","2579.4124246865","2388.1166274902","1558.8235419696","287.0904711353","39.3237515902","4.8","7.8726232954","8.5730738873","6.0300726252","9.2027108675","7.2","2.9326807892","1.2","1.2122984696","0.576","0.3262399992","0.33","0.2554873344","0.1003428883","0.0956580944","0.0819468984","0","0.0042412","","0.0000485","0.0000019128","0.0000017542","0.0000041918","","0","0","","6903.5602495795"
"2025-04-27","2708.3669120978","2372.9279821731","1628.7147630072","312.3524672842","39.3237517831","4.8","7.8727200934","8.5710443673","6.0750056998","9.2311753988","7.2","3.2230967489","1.2","1.2124884244","0.576","0.3242399992","0.34","0.2593813344","0.1031477579","0.0981306412","0.0819468984","0","0.0040464","","0.00002","0.0000014349","0.0000012562","0.0000041918","","0","0","","7112.858326992"
"2025-04-28","2536.5350587607","2469.8799741752","1549.040867332","252.22675161","39.3237515738","4.8","7.8735524194","8.6290445696","6.0804093991","9.2598866555","7.2","3.0918981276","1.2","1.2126749505","0.576","0.3253049992","0.33","0.2493223344","0.0976059524","0.1002355146","0.0819468984","0","0.0041","","0.000034","0.0000009566","0.0000017532","0.0000041918","","0","0","0","6898.118426174"
"2025-04-29","2362.935167155","2454.9028360485","1415.065981754","240.3928462433","39.3237515778","4.8","7.8707802125","8.6752645439","6.0039332241","9.2906362586","7.2","2.9788818995","1.2","1.2128515975","0.576","0.3117816659","0.33","0.2508133344","0.0973615125","0.1064063465","0.0819468984","0.0042","0.0038504","","0.0000325","0.0000014349","0.0000017591","0.0000041918","","0","0","","6563.6153305582"
"2025-04-30","2384.5105915959","2454.6060208424","1434.3083713232","244.0690505263","39.3237515747","4.8","7.8713885737","8.594764626","6.2217641472","9.3166151103","7.2","3.459686799","1.2","1.2130341786","0.576","0.3278199992","0.51","0.2509813344","0.0962605262","0.1194010413","0.0819468984","0.0049","0.0040768","","0.0000675","0.0000019128","0.0000020076","0.0000044755","","0","0","","6608.6665017927"
"2025-05-01","2181.0758529858","2344.2298775456","1300.2822109184","239.0153637967","39.1871148985","4.8","7.8749904768","8.6397699872","5.9652740449","9.0447139481","7.2","0.0149031928","1.2","1.1227068683","0.576","0.3172724192","0.33","0.239798256","0.137117579","0.1087708678","0.0793034472","0","0.0043124","0.1","0","0.0000019128","0.0000017542","0.000004132","","0","0","","6151.5453614313"
"2025-05-02","2073.3295957546","2349.0011554437","1233.5627902816","214.6972734266","39.2103567221","4.8","7.871129745","8.5989204605","5.9578038238","9.0780760988","7.2","2.7416174252","1.2","1.2093022221","0.576","0.3136424192","0.35","0.242141256","0.1351690819","0.1048359767","0.0793034472","0","0.0035736","","0","0.0000009566","0.0000010038","0.000004132","","0","0","","5960.2626932774"
